name,latitude,longitude,TSR,total products,product names,Core Publisher,Composer Pro,Springboard Donation Forms
WVTF-FM,37.218093,-79.908076,2620195,30,"MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: NPR.org and apps, NPR Music Video Platform, Schedule and stream API, Exact Target Email Marketing, Station Connect API, Distribution: Connected Platforms, Springboard Donation Forms, MSA > Music Bundle, NPR Music Training, NPR Music Content, Distribution Streaming, Distribution: iTunes Radio, Distribution: NPR One app",1,1,1
KSMU-FM,37.156515,-93.248306,1236633,24,"Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Sound Exchange Reporting, Coaching & Development Conference, MSA > Music Bundle, NPR Music Training, Distribution: Connected Platforms, Exact Target Email Marketing, NPR Music Content, Distribution: NPR.org and apps, Schedule and stream API, Distribution Streaming, Distribution: NPR One app, Springboard Donation Forms, Station Connect API, NPR Music Video Platform, Distribution: iTunes Radio, Events",1,0,1
WKYU-FM,37.118421,-86.540067,1917329,28,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution Streaming, NPR Music Video Platform, Station Connect API, Schedule and stream API, Springboard Donation Forms, Exact Target Email Marketing, NPR Music Content, Distribution: NPR.org and apps, Distribution: NPR One app, MSA > Music Bundle, Distribution: Connected Platforms, NPR Music Training, Distribution: iTunes Radio",1,1,1
KSUT-FM,37.095279,-107.71625,1087290,19,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Conference, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
KUSP-FM,36.96779,-121.987122,880938,9,"Composer 2, Analytics Service: Google Premium, Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio, Core Publisher",1,0,0
WHRV-FM,36.89084,-76.311623,6225188,3,"Analytics, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,0,0
KVPR-FM,36.838139,-119.829443,1661801,13,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Composer Pro, Events, Coaching & Development Webinars, Springboard Donation Forms",1,1,1
KAZU-FM,36.621687,-121.799317,1441510,10,"Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Mobile Site, Composer 2, Coaching & Development Webinars",1,1,0
WKMS-FM,36.618971,-88.304491,1335073,19,"Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Composer Pro, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, MSA > News Bundle, Story API, NPR News Content & Marks, Sound Exchange Reporting, Coaching & Development Conference, Distribution: iTunes Radio, Distribution: NPR One app, Springboard Donation Forms",1,1,1
WETS-FM,36.30409,-82.36247,1007846,8,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer 2, Coaching & Development Conference, Distribution: iTunes Radio",1,0,0
WRVS-FM,36.292707,-76.317414,276872,1,Sound Exchange Reporting,0,0,0
WPLN-FM,36.196175,-86.804459,3377565,13,"Analytics Service: Google Premium, Analytics, Live Streaming, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Distribution: iTunes Radio, Springboard Donation Forms",1,0,1
KWGS-FM,36.142324,-95.956825,1602442,18,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Pulse, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Mobile Site, Distribution: iTunes Radio, MSA > News Bundle, Story API, NPR News Content & Marks, Coaching & Development Conference",1,1,0
KNPR-FM,36.135635,-115.230413,5409559,14,"Analytics Service: Google Premium, Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Chartbeat, Coaching & Development Conference, Distribution: iTunes Radio, Live Streaming, Distribution: NPR One app",0,0,0
WFDD-FM,36.134155,-80.278126,2692456,12,"Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Core Publisher, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat",1,1,0
KOSU-FM,36.1199,-97.088841,1766048,15,"Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Analytics, Composer Pro, Sound Exchange Reporting, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Conference, Analytics Service: Chartbeat, Distribution: iTunes Radio, Core Publisher, Live Streaming, Events",1,1,0
WSNC-FM,36.087607,-80.227252,215015,2,"Sound Exchange Reporting, Coaching & Development Webinars",0,0,0
KUAF-FM,35.998093,-94.089991,1315726,8,"Analytics Service: Google Premium, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Core Publisher",1,1,0
WNCU-FM,35.953096,-78.957107,637995,5,"Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,1,0
WUOT-FM,35.943356,-83.938699,1923015,9,"Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Analytics, Core Publisher, Composer Pro, Events, Distribution: iTunes Radio",1,1,0
WMOT-FM,35.843456,-86.37066,553875,14,"Composer 2, Coaching & Development Webinars, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Springboard Donation Forms",1,1,1
KASU-FM,35.8417,-90.676899,835375,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars",1,1,0
WUNC-FM,35.826337,-79.041905,9817559,12,"Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Analytics, Analytics Service: Chartbeat, Core Publisher, Distribution: NPR One app",1,1,0
WSHA-FM,35.77443,-78.631362,639367,1,Analytics Service: Triton Webcast Metrics,0,0,0
WCQS-FM,35.592746,-82.556456,1758373,30,"MSA > News Bundle, Story API, NPR News Content & Marks, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, NPR Music Training, Distribution: NPR.org and apps, Distribution: NPR One app, NPR Music Video Platform, Station Connect API, NPR Music Content, Distribution Streaming, Schedule and stream API, Exact Target Email Marketing, MSA > Music Bundle, Distribution: Connected Platforms, Springboard Donation Forms, Distribution: iTunes Radio",1,1,1
WDAV-FM,35.50603,-80.83945,2358416,26,"MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: Connected Platforms, Exact Target Email Marketing, Schedule and stream API, Distribution Streaming, NPR Music Content, NPR Music Training, Springboard Donation Forms, Distribution: NPR.org and apps, Station Connect API, Distribution: NPR One app, MSA > Music Bundle, NPR Music Video Platform, Distribution: iTunes Radio",1,0,1
WNCW-FM,35.356155,-81.9262,1325296,11,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars",1,1,0
WSGE-FM,35.353299,-81.185774,527652,2,"Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,0,0
WFAE-FM,35.330153,-80.732529,4530179,15,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Pulse, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Springboard Donation Forms, Distribution: iTunes Radio",1,1,1
KCBX-FM,35.245499,-120.596976,1058860,9,"Analytics Service: Google Premium, Analytics, Core Publisher, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Distribution: iTunes Radio",1,0,0
KNAU-FM,35.19054,-111.653403,2105391,29,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, NPR Music Video Platform, Exact Target Email Marketing, Distribution: NPR.org and apps, NPR Music Training, Distribution Streaming, Distribution: NPR One app, NPR Music Content, Schedule and stream API, Springboard Donation Forms, MSA > Music Bundle, Distribution: Connected Platforms, Station Connect API, Distribution: iTunes Radio",1,1,1
KGOU-FM,35.187951,-97.442192,1841484,17,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Story API, MSA > News Bundle, NPR News Content & Marks, Distribution: iTunes Radio",1,1,0
WKNO-FM,35.181645,-89.766153,1587314,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Distribution: iTunes Radio",1,1,0
WTEB-FM,35.121796,-77.171523,1435351,13,"Analytics Service: Google Premium, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Analytics, Composer 2, Springboard Donation Forms",1,1,1
KUNM-FM,35.09,-106.62,2499327,30,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, NPR News Content & Marks, MSA > News Bundle, Story API, Distribution Streaming, Distribution: NPR.org and apps, NPR Music Video Platform, Exact Target Email Marketing, Distribution: Connected Platforms, NPR Music Training, Schedule and stream API, Station Connect API, Distribution: NPR One app, NPR Music Content, MSA > Music Bundle, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
KANW-FM,35.072976,-106.617342,549612,19,"MSA > News Bundle, NPR News Content & Marks, Story API, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Core Publisher, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
WUTC-FM,35.049672,-85.295524,1364059,30,"Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Live Streaming, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Conference, NPR Music Video Platform, Distribution Streaming, Exact Target Email Marketing, Distribution: NPR.org and apps, MSA > Music Bundle, Distribution: Connected Platforms, Schedule and stream API, Station Connect API, NPR Music Training, Distribution: NPR One app, NPR Music Content, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
WLRH-FM,34.735469,-86.651348,836269,26,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution Streaming, Station Connect API, NPR Music Content, Distribution: NPR One app, Exact Target Email Marketing, NPR Music Video Platform, Schedule and stream API, MSA > Music Bundle, Distribution: Connected Platforms, NPR Music Training, Distribution: NPR.org and apps, Springboard Donation Forms",1,1,1
WURC-FM,34.728903,-89.512008,398144,1,Springboard Donation Forms,0,0,1
KUAR-FM,34.717944,-92.37149,1270952,29,"Analytics Service: Google Premium, Analytics, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Chartbeat, Coaching & Development Conference, MSA > Music Bundle, Station Connect API, Schedule and stream API, NPR Music Training, Distribution: NPR One app, NPR Music Content, Springboard Donation Forms, Distribution: Connected Platforms, NPR Music Video Platform, Exact Target Email Marketing, Distribution: NPR.org and apps, Distribution Streaming, Distribution: iTunes Radio",1,1,1
KCCU-FM,34.631685,-98.506201,737038,17,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio",1,1,0
WHQR-FM,34.302365,-77.985285,1122916,30,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Coaching & Development Webinars, Coaching & Development Conference, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, NPR Music Content, Distribution: NPR One app, Distribution: Connected Platforms, NPR Music Training, NPR Music Video Platform, Station Connect API, Distribution: NPR.org and apps, Distribution Streaming, Schedule and stream API, Exact Target Email Marketing, MSA > Music Bundle, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
KENW-FM,34.177654,-103.31253,446289,11,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Composer Pro, Events, Mobile Site, Composer 2, Coaching & Development Webinars, Springboard Donation Forms",1,1,1
KPCC-FM,34.140608,-118.167854,21423698,15,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Coaching & Development Conference, MSA > News Bundle, Story API, NPR News Content & Marks, Core Publisher, Live Streaming, Composer 2, Distribution: iTunes Radio, Distribution: NPR One app",1,0,0
KVCR-FM,34.096196,-117.308758,1035350,6,"Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Distribution: NPR One app, Springboard Donation Forms, Core Publisher, Composer 2",1,0,1
KCRW-FM,34.009746,-118.465958,21207440,14,"Analytics Service: Chartbeat, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Coaching & Development Conference, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Composer 2, Distribution: iTunes Radio, Live Streaming, MSA > News Bundle",0,0,0
WLTR-FM,33.987339,-81.036821,1308507,26,"MSA > News Bundle, NPR News Content & Marks, Story API, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: NPR One app, Exact Target Email Marketing, MSA > Music Bundle, Schedule and stream API, Springboard Donation Forms, NPR Music Content, Station Connect API, Distribution: NPR.org and apps, Distribution Streaming, Distribution: Connected Platforms, NPR Music Video Platform, NPR Music Training, Distribution: iTunes Radio",1,1,1
WABE-FM,33.81842,-84.359463,8644375,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference",1,1,0
WJSP-FM,33.794633,-84.448772,4102056,3,"Analytics, Analytics Service: Triton Webcast Metrics, Sound Exchange Reporting",0,0,0
WCLK-FM,33.753997,-84.412014,1606455,12,"Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Composer Pro, Analytics Service: Google Premium",1,1,0
KTTZ-FM,33.588644,-101.882043,811797,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Springboard Donation Forms",1,1,1
WBHM-FM,33.506556,-86.804459,2073206,6,"Analytics Service: Google Premium, Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Coaching & Development Conference",0,0,0
KJZZ-FM,33.436665,-111.940325,9010024,2,"Sound Exchange Reporting, Coaching & Development Webinars",0,0,0
KETR-FM,33.250187,-95.898125,683585,19,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Story API, MSA > News Bundle, NPR News Content & Marks, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
WUAL-FM,33.207199,-87.548202,1615451,12,"Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher",1,1,0
KERA-FM,32.78633,-96.796253,10247973,28,"Coaching & Development Conference, Pulse, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Coaching & Development Webinars, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Analytics Service: Google Premium, Analytics, Distribution: NPR One app, Composer 2, Story API, MSA > News Bundle, NPR News Content & Marks, Live Streaming, MSA > Music Bundle, NPR Music Video Platform, Exact Target Email Marketing, Distribution: Connected Platforms, NPR Music Training, Distribution: NPR.org and apps, Schedule and stream API, NPR Music Content, Station Connect API, Distribution Streaming, Distribution: iTunes Radio",1,0,0
KPBS-FM,32.775988,-117.072053,8896833,16,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio, Story API, MSA > News Bundle, NPR News Content & Marks, Distribution: NPR One app",1,1,0
KAWC-AM,32.687169,-114.624698,917112,18,"Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Analytics Service: Google Premium, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Conference, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
KEDM-FM,32.529156,-92.06989,469234,4,"Coaching & Development Webinars, Composer 2, Distribution: NPR One app, Core Publisher",1,0,0
KACU-FM,32.468278,-99.707941,320109,7,"Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Coaching & Development Webinars",1,1,0
WVAS-FM,32.373798,-86.311007,1049480,13,"Composer Pro, Events, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Springboard Donation Forms",1,1,1
WMPN-FM,32.373031,-90.126101,1340152,27,"Analytics, Quick Pledge, Live Streaming, Distribution: iTunes Radio, MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics Service: Chartbeat, Core Publisher, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Station Connect API, Springboard Donation Forms, Distribution: Connected Platforms, Exact Target Email Marketing, Distribution: NPR One app, NPR Music Content, Schedule and stream API, Distribution Streaming, NPR Music Video Platform, NPR Music Training, Distribution: NPR.org and apps, MSA > Music Bundle",1,0,1
WJSU-FM,32.282195,-90.229156,596169,11,"Analytics Service: Google Premium, Composer Pro, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars",1,1,0
KRWG-FM,32.277755,-106.745579,942345,30,"Analytics Service: Triton Webcast Metrics, Mobile Site, Coaching & Development Webinars, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, NPR Music Training, Distribution: NPR.org and apps, Distribution Streaming, MSA > Music Bundle, Station Connect API, NPR Music Video Platform, Exact Target Email Marketing, NPR Music Content, Schedule and stream API, Distribution: Connected Platforms, Distribution: NPR One app, MSA > News Bundle, Story API, NPR News Content & Marks, Composer 2, Coaching & Development Conference, Distribution: iTunes Radio, Sound Exchange Reporting, Springboard Donation Forms",1,1,1
KDAQ-FM,32.239218,-93.520564,1078964,12,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Events, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Springboard Donation Forms",1,1,1
KUAZ-FM,32.233284,-110.948801,3089407,4,"Analytics, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars",0,0,0
WPRL-FM,31.850872,-91.173699,373453,10,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Events, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars",1,1,0
WTSU-FM,31.802095,-85.952169,1141150,1,Analytics Service: Triton Webcast Metrics,0,0,0
KTEP-FM,31.770161,-106.50476,902188,17,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Story API, MSA > News Bundle, NPR News Content & Marks, Coaching & Development Webinars, Coaching & Development Conference, Distribution: iTunes Radio",1,1,0
KWBU-FM,31.547022,-97.124329,1048118,2,"Coaching & Development Webinars, Core Publisher",1,0,0
KAMU-FM,30.61,-96.34,645828,29,"Story API, MSA > News Bundle, NPR News Content & Marks, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Live Streaming, Analytics Service: Google Premium, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, Distribution: Connected Platforms, MSA > Music Bundle, Distribution: NPR.org and apps, Distribution Streaming, Station Connect API, NPR Music Video Platform, Distribution: NPR One app, Schedule and stream API, NPR Music Training, Exact Target Email Marketing, NPR Music Content, Distribution: iTunes Radio, Springboard Donation Forms",1,1,1
WUWF-FM,30.532746,-87.21206,1663633,9,"Analytics, Analytics Service: Chartbeat, Quick Pledge, Live Streaming, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Coaching & Development Webinars, Distribution: iTunes Radio, Springboard Donation Forms",0,0,1
WRKF-FM,30.419245,-91.144898,1065335,29,"Distribution: iTunes Radio, MSA > News Bundle, Story API, NPR News Content & Marks, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Coaching & Development Conference, Core Publisher, Quick Pledge, Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Schedule and stream API, Station Connect API, Distribution: NPR One app, NPR Music Video Platform, Distribution Streaming, NPR Music Training, MSA > Music Bundle, Distribution: Connected Platforms, NPR Music Content, Exact Target Email Marketing, Distribution: NPR.org and apps, Springboard Donation Forms",1,1,1
WFSU-FM,30.419161,-84.350491,3180370,29,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Conference, Coaching & Development Webinars, Story API, MSA > News Bundle, NPR News Content & Marks, Live Streaming, MSA > Music Bundle, NPR Music Video Platform, NPR Music Content, Distribution: Connected Platforms, Exact Target Email Marketing, Distribution: NPR One app, Distribution Streaming, Schedule and stream API, Station Connect API, Distribution: NPR.org and apps, Springboard Donation Forms, NPR Music Training, Distribution: iTunes Radio",1,1,1
WJCT-FM,30.327634,-81.655561,2094876,28,"Live Streaming, Composer Pro, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Conference, Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Distribution: NPR.org and apps, Distribution: NPR One app, NPR Music Training, Springboard Donation Forms, MSA > Music Bundle, Distribution Streaming, NPR Music Content, Exact Target Email Marketing, Distribution: Connected Platforms, Station Connect API, NPR Music Video Platform, Schedule and stream API, NPR News Content & Marks, Story API, MSA > News Bundle, Coaching & Development Webinars, Distribution: iTunes Radio",1,1,1
KUT-FM,30.283515,-97.73488,9739392,19,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Live Streaming, Composer Pro, Events, Sound Exchange Reporting, Analytics Service: Triton Webcast Metrics, Mobile Site, Composer 2, Coaching & Development Webinars, Coaching & Development Conference, NPR News Content & Marks, MSA > News Bundle, Story API, Distribution: iTunes Radio, Distribution: NPR One app, Exact Target Email Marketing",1,1,0
KRVS-FM,30.214876,-92.019361,768113,13,"Analytics Service: Google Premium, Analytics, Analytics Service: Chartbeat, Core Publisher, Quick Pledge, Mobile Site, Live Streaming, Composer 2, Coaching & Development Webinars, Composer Pro, Events, Analytics Service: Triton Webcast Metrics, Springboard Donation Forms",1,1,1
KPVU-FM,30.088373,-95.992438,581087,1,Sound Exchange Reporting,0,0,0
KVLU-FM,30.05,-94.08,577616,1,Sound Exchange Reporting,0,0,0
